id,personaje,atuendo,origen,archivo_local,url_fuente_oficial,licencia_o_permiso
ff1-arylon-apariencia_principal,Arylon,Apariencia principal,Final Fantasy I,,https://na.finalfantasy.com/titles/finalfantasy,uso personal; verificar antes de redistribuir
ff9-cinna-apariencia_principal,Cinna,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-eiko_carol-apariencia_principal,Eiko Carol,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-fenrir-apariencia_principal,Fenrir,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-freya_crescent-apariencia_principal,Freya Crescent,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-garnet_til_alexandros_xvii-cabello_corto,Garnet Til Alexandros XVII,Cabello corto,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-garnet_til_alexandros_xvii-cabello_largo,Garnet Til Alexandros XVII,Cabello largo,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-garnet_til_alexandros_xvii-capa_blanca_con_capucha,Garnet Til Alexandros XVII,Capa blanca con capucha,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-garnet_til_alexandros_xvii-vestido_real,Garnet Til Alexandros XVII,Vestido real,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-ifrit-apariencia_principal,Ifrit,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-kuja-apariencia_principal,Kuja,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-leviathan-apariencia_principal,Leviathan,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-madeen-apariencia_principal,Madeen,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-marcus-apariencia_principal,Marcus,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-odin-apariencia_principal,Odin,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-phoenix-apariencia_principal,Phoenix,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-quina_quen-apariencia_principal,Quina Quen,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-ramuh-apariencia_principal,Ramuh,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-shiva-apariencia_principal,Shiva,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-vivi_ornitier-apariencia_principal,Vivi Ornitier,Apariencia principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-zidane_tribal-atuendo_principal,Zidane Tribal,Atuendo principal,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
ff9-zidane_tribal-uniforme_de_los_pluto,Zidane Tribal,Uniforme de los Pluto,Final Fantasy IX,,https://na.finalfantasy.com/titles/finalfantasy9,uso personal; verificar antes de redistribuir
fft-agrias_oaks-apariencia_principal,Agrias Oaks,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-alma_beoulve-apariencia_principal,Alma Beoulve,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-argath_thadalfus-apariencia_principal,Argath Thadalfus,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-beowulf_cadmus-apariencia_principal,Beowulf Cadmus,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-cidolfus_orlandeau-apariencia_principal,Cidolfus Orlandeau,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-cloud_strife-apariencia_principal,Cloud Strife,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-construct_8-apariencia_principal,Construct 8,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-delita_heiral-cadet,Delita Heiral,Cadet,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-delita_heiral-holy_knight,Delita Heiral,Holy Knight,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-gaffgarion-apariencia_principal,Gaffgarion,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-malak_galthena-apariencia_principal,Malak Galthena,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-meliadoul_tengille-apariencia_principal,Meliadoul Tengille,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-mustadio_bunansa-apariencia_principal,Mustadio Bunansa,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-rafa_galthena-apariencia_principal,Rafa Galthena,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-ramza_beoulve-chapter_1_squire,Ramza Beoulve,Chapter 1 Squire,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-ramza_beoulve-chapter_4_heretic,Ramza Beoulve,Chapter 4 Heretic,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-ramza_beoulve-chapters_23_mercenary,Ramza Beoulve,Chapters 2–3 Mercenary,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
fft-reis_duelar-apariencia_principal,Reis Duelar,Apariencia principal,Final Fantasy Tactics,,https://na.finalfantasy.com/titles/finalfantasytactics,uso personal; verificar antes de redistribuir
ffta2-adelle-apariencia_principal,Adelle,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-al_cid_margrace-apariencia_principal,Al-Cid Margrace,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-cid-apariencia_principal,Cid,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-frimelda_lotice-apariencia_principal,Frimelda Lotice,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-illua-apariencia_principal,Illua,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-luso_clemens-apariencia_principal,Luso Clemens,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-montblanc-apariencia_principal,Montblanc,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-nukia-apariencia_principal,Nukia,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-penelo-apariencia_principal,Penelo,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-vaan-apariencia_principal,Vaan,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta2-zan-apariencia_principal,Zan,Apariencia principal,Final Fantasy Tactics A2: Grimoire of the Rift,,https://na.finalfantasy.com/titles/finalfantasytacticsa2,uso personal; verificar antes de redistribuir
ffta-babus_swain-apariencia_principal,Babus Swain,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ffta-cid_randell-apariencia_principal,Cid Randell,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ffta-ezel_berbier-apariencia_principal,Ezel Berbier,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ffta-marche_radiuju-apariencia_principal,Marche Radiuju,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ffta-montblanc-apariencia_principal,Montblanc,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ffta-ritz_malheur-apariencia_principal,Ritz Malheur,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ffta-shara-apariencia_principal,Shara,Apariencia principal,Final Fantasy Tactics Advance,,https://na.finalfantasy.com/titles/finalfantasytacticsadvance,uso personal; verificar antes de redistribuir
ff5-alexander_highwind_tycoon-apariencia_principal,Alexander Highwind Tycoon,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-bard,Bartz Klauser,Bard,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-beastmaster,Bartz Klauser,Beastmaster,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-berserker,Bartz Klauser,Berserker,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-black_mage,Bartz Klauser,Black Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-blue_mage,Bartz Klauser,Blue Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-cannoneer,Bartz Klauser,Cannoneer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-chemist,Bartz Klauser,Chemist,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-dancer,Bartz Klauser,Dancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-dragoon,Bartz Klauser,Dragoon,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-freelancer,Bartz Klauser,Freelancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-geomancer,Bartz Klauser,Geomancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-gladiator,Bartz Klauser,Gladiator,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-knight,Bartz Klauser,Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-mime,Bartz Klauser,Mime,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-monk,Bartz Klauser,Monk,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-mystic_knight,Bartz Klauser,Mystic Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-necromancer,Bartz Klauser,Necromancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-ninja,Bartz Klauser,Ninja,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-oracle,Bartz Klauser,Oracle,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-ranger,Bartz Klauser,Ranger,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-red_mage,Bartz Klauser,Red Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-samurai,Bartz Klauser,Samurai,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-summoner,Bartz Klauser,Summoner,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-thief,Bartz Klauser,Thief,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-time_mage,Bartz Klauser,Time Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-bartz_klauser-white_mage,Bartz Klauser,White Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-boko-apariencia_principal,Boko,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-cid_previa-apariencia_principal,Cid Previa,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-dorgann_klauser-apariencia_principal,Dorgann Klauser,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-enuo-apariencia_principal,Enuo,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-exdeath-apariencia_principal,Exdeath,Apariencia principal,Final Fantasy V,,https://na.finalfantasy.com/titles/finalfantasy5,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-bard,Faris Scherwiz,Bard,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-beastmaster,Faris Scherwiz,Beastmaster,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-berserker,Faris Scherwiz,Berserker,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-black_mage,Faris Scherwiz,Black Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-blue_mage,Faris Scherwiz,Blue Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-cannoneer,Faris Scherwiz,Cannoneer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-chemist,Faris Scherwiz,Chemist,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-dancer,Faris Scherwiz,Dancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-dragoon,Faris Scherwiz,Dragoon,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-freelancer,Faris Scherwiz,Freelancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-geomancer,Faris Scherwiz,Geomancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-gladiator,Faris Scherwiz,Gladiator,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-knight,Faris Scherwiz,Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-mime,Faris Scherwiz,Mime,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-monk,Faris Scherwiz,Monk,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-mystic_knight,Faris Scherwiz,Mystic Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-necromancer,Faris Scherwiz,Necromancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-ninja,Faris Scherwiz,Ninja,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-oracle,Faris Scherwiz,Oracle,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-ranger,Faris Scherwiz,Ranger,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-red_mage,Faris Scherwiz,Red Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-samurai,Faris Scherwiz,Samurai,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-summoner,Faris Scherwiz,Summoner,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-thief,Faris Scherwiz,Thief,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-time_mage,Faris Scherwiz,Time Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-faris_scherwiz-white_mage,Faris Scherwiz,White Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-bard,Galuf Halm Baldesion,Bard,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-beastmaster,Galuf Halm Baldesion,Beastmaster,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-berserker,Galuf Halm Baldesion,Berserker,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-black_mage,Galuf Halm Baldesion,Black Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-blue_mage,Galuf Halm Baldesion,Blue Mage,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-cannoneer,Galuf Halm Baldesion,Cannoneer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-chemist,Galuf Halm Baldesion,Chemist,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-dancer,Galuf Halm Baldesion,Dancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-dragoon,Galuf Halm Baldesion,Dragoon,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-freelancer,Galuf Halm Baldesion,Freelancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-geomancer,Galuf Halm Baldesion,Geomancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-gladiator,Galuf Halm Baldesion,Gladiator,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-knight,Galuf Halm Baldesion,Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-mime,Galuf Halm Baldesion,Mime,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-monk,Galuf Halm Baldesion,Monk,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-mystic_knight,Galuf Halm Baldesion,Mystic Knight,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-necromancer,Galuf Halm Baldesion,Necromancer,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-ninja,Galuf Halm Baldesion,Ninja,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
ff5-galuf_halm_baldesion-oracle,Galuf Halm Baldesion,Oracle,Final Fantasy V,,https://www.rpgsite.net/feature/11941-final-fantasy-v-job-guide-best-jobs-to-master-unlocks-and-skills,uso personal; verificar antes de redistribuir
