id,personaje,atuendo,pagina_personaje,fuente_imagen,licencia,fecha_consulta
ff13_2-serah_farron-beachwear,Serah Farron,Beachwear,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-serah_farron-n7_armor,Serah Farron,N7 Armor,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-serah_farron-style_and_steel,Serah Farron,Style and Steel,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-serah_farron-summoner_s_garb,Serah Farron,Summoner's Garb,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-serah_farron-white_mage,Serah Farron,White Mage,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff13_2-snow_villiers-apariencia_principal,Snow Villiers,Apariencia principal,https://www.square-enix-games.com/news/final-fantasy-xiii-2-pc-includes-console-dlc,,no determinada,2026-06-15
ff15-aranea_highwind-apariencia_principal,Aranea Highwind,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ardyn_izunia-apariencia_principal,Ardyn Izunia,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-cindy_aurum-apariencia_principal,Cindy Aurum,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-cor_leonis-apariencia_principal,Cor Leonis,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gentiana-apariencia_principal,Gentiana,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-casual_outfit_con_chaqueta,Gladiolus Amicitia,Casual Outfit (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-casual_outfit_sin_chaqueta,Gladiolus Amicitia,Casual Outfit (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-crownsguard_fatigues_con_chaqueta,Gladiolus Amicitia,Crownsguard Fatigues (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-crownsguard_fatigues_sin_chaqueta,Gladiolus Amicitia,Crownsguard Fatigues (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-kingsglaive_garb,Gladiolus Amicitia,Kingsglaive Garb,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-magitek_exosuit,Gladiolus Amicitia,Magitek Exosuit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-rugged_attire,Gladiolus Amicitia,Rugged Attire,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-gladiolus_amicitia-thermal_suit,Gladiolus Amicitia,Thermal Suit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-iedolas_aldercapt-apariencia_principal,Iedolas Aldercapt,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-casual_outfit_con_chaqueta,Ignis Scientia,Casual Outfit (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-casual_outfit_sin_chaqueta,Ignis Scientia,Casual Outfit (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-crownsguard_fatigues_con_chaqueta,Ignis Scientia,Crownsguard Fatigues (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-crownsguard_fatigues_sin_chaqueta,Ignis Scientia,Crownsguard Fatigues (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-kingsglaive_garb,Ignis Scientia,Kingsglaive Garb,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-magitek_exosuit,Ignis Scientia,Magitek Exosuit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-thermal_suit,Ignis Scientia,Thermal Suit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ignis_scientia-unkempt_crownsguard,Ignis Scientia,Unkempt Crownsguard,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-loqi_tummelt-apariencia_principal,Loqi Tummelt,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-lunafreya_nox_fleuret-apariencia_principal,Lunafreya Nox Fleuret,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-casual_outfit_con_chaqueta,Noctis Lucis Caelum,Casual Outfit (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-casual_outfit_sin_chaqueta,Noctis Lucis Caelum,Casual Outfit (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-choco_mog_tee,Noctis Lucis Caelum,Choco-Mog Tee,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-cup_noodles_helmet,Noctis Lucis Caelum,Cup Noodles Helmet,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-episode_gladiolus_t_shirt,Noctis Lucis Caelum,Episode Gladiolus T-Shirt,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-episode_ignis_t_shirt,Noctis Lucis Caelum,Episode Ignis T-Shirt,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-episode_prompto_t_shirt,Noctis Lucis Caelum,Episode Prompto T-Shirt,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-festive_ensemble,Noctis Lucis Caelum,Festive Ensemble,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-glamour_prism_miqote_outfit,Noctis Lucis Caelum,Glamour Prism / Miqote Outfit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-hev_suit,Noctis Lucis Caelum,HEV Suit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-king_s_knight_t_shirt,Noctis Lucis Caelum,King's Knight T-Shirt,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-kingly_raiment_con_chaqueta,Noctis Lucis Caelum,Kingly Raiment (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-kingly_raiment_sin_chaqueta,Noctis Lucis Caelum,Kingly Raiment (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-llama_outfit,Noctis Lucis Caelum,Llama Outfit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-magitek_exosuit,Noctis Lucis Caelum,Magitek Exosuit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-medjay_assassin_outfit,Noctis Lucis Caelum,Medjay Assassin Outfit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-prince_s_fatigues_con_chaqueta,Noctis Lucis Caelum,Prince's Fatigues (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-prince_s_fatigues_sin_chaqueta,Noctis Lucis Caelum,Prince's Fatigues (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-royal_raiment_con_chaqueta,Noctis Lucis Caelum,Royal Raiment (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-royal_raiment_sin_chaqueta,Noctis Lucis Caelum,Royal Raiment (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-thermal_suit,Noctis Lucis Caelum,Thermal Suit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-noctis_lucis_caelum-trendy_outfit,Noctis Lucis Caelum,Trendy Outfit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-casual_outfit_con_chaqueta,Prompto Argentum,Casual Outfit (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-casual_outfit_sin_chaqueta,Prompto Argentum,Casual Outfit (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-crownsguard_fatigues_con_chaqueta,Prompto Argentum,Crownsguard Fatigues (con chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-crownsguard_fatigues_sin_chaqueta,Prompto Argentum,Crownsguard Fatigues (sin chaqueta),https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-kingsglaive_garb,Prompto Argentum,Kingsglaive Garb,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-magitek_exosuit,Prompto Argentum,Magitek Exosuit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-thermal_suit,Prompto Argentum,Thermal Suit,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-prompto_argentum-tundra_attire,Prompto Argentum,Tundra Attire,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff15-ravus_nox_fleuret-apariencia_principal,Ravus Nox Fleuret,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy15,,no determinada,2026-06-15
ff16-barnabas_tharmr-atuendo_principal,Barnabas Tharmr,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character09-55529ed90e4dc604538a72da56cb1518b30eaabd614f7c6f6a004059c76e74d0.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-benedikta_harman-atuendo_principal,Benedikta Harman,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character06-a6350dc3e3ed727f4788ce1bf0f32f821ebbd5da5cef6af233d50f454e34ff76.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-cidolfus_telamon-atuendo_principal,Cidolfus Telamon,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character05-2405500fc0070b46606d5aef199d3e562f0b50708980bcd9b7c5217ac0319ba9.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-clive_rosfield-apariencia_adulta,Clive Rosfield,Apariencia adulta,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character01-67fe4dc798b583271733fff2eb66f410b8639ae227dba61efd45cccdc37a5f14.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-dion_lesage-atuendo_principal,Dion Lesage,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character08-5e1aa5c4ef6af4238f9822d86a05421202f321e93dc6bf292694a82445650933.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-hugo_kupka-atuendo_principal,Hugo Kupka,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character07-b714c43c2b97f244d6d3bf08506595c76062be32420e3eb84c755b85e945c71a.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-jill_warrick-atuendo_principal,Jill Warrick,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character03-a6d7813d567161af587aeaec3d7e9d53c064523bc8cf352f625a354611a12aee.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff16-joshua_rosfield-atuendo_principal,Joshua Rosfield,Atuendo principal,https://na.finalfantasy.com/titles/finalfantasy16,https://cache-na.finalfantasy.com/assets/web/title/finalfantasy16/character02-bc97d4916bbb648a6111cdec8867dc4d9f556af8304ebd0c72cdce31fbd4dd8a.jpg,Uso no comercial bajo Square Enix West Material Usage Policy (aplicable a FINAL FANTASY XVI); © SQUARE ENIX,2026-06-15
ff2-emperador_mateus_palamecia-apariencia_principal,Emperador Mateus Palamecia,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-firion-apariencia_principal,Firion,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-gordon-apariencia_principal,Gordon,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-guy-apariencia_principal,Guy,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-josef-apariencia_principal,Josef,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-leila-apariencia_principal,Leila,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-leon-apariencia_principal,Leon,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-maria-apariencia_principal,María,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-minwu-apariencia_principal,Minwu,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff2-ricard_highwind-apariencia_principal,Ricard Highwind,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy2,,no determinada,2026-06-15
ff3-alus_restor-apariencia_principal,Alus Restor,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-bard,Arc,Bard,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-black_belt,Arc,Black Belt,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-black_mage,Arc,Black Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-dark_knight,Arc,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-devout,Arc,Devout,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-dragoon,Arc,Dragoon,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-evoker,Arc,Evoker,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-freelancer,Arc,Freelancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-geomancer,Arc,Geomancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-knight,Arc,Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-magus,Arc,Magus,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-monk,Arc,Monk,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-ninja,Arc,Ninja,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-onion_knight,Arc,Onion Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-ranger,Arc,Ranger,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-red_mage,Arc,Red Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-sage,Arc,Sage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-scholar,Arc,Scholar,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-summoner,Arc,Summoner,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-thief,Arc,Thief,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-viking,Arc,Viking,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-warrior,Arc,Warrior,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-arc-white_mage,Arc,White Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-aria_benett-apariencia_principal,Aria Benett,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-cid_haze-apariencia_principal,Cid Haze,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-desch-apariencia_principal,Desch,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-doga-apariencia_principal,Doga,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-bard,Ingus,Bard,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-black_belt,Ingus,Black Belt,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-black_mage,Ingus,Black Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-dark_knight,Ingus,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-devout,Ingus,Devout,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-dragoon,Ingus,Dragoon,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-evoker,Ingus,Evoker,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-freelancer,Ingus,Freelancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-geomancer,Ingus,Geomancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-knight,Ingus,Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-magus,Ingus,Magus,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-monk,Ingus,Monk,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-ninja,Ingus,Ninja,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-onion_knight,Ingus,Onion Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-ranger,Ingus,Ranger,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-red_mage,Ingus,Red Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-sage,Ingus,Sage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-scholar,Ingus,Scholar,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-summoner,Ingus,Summoner,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-thief,Ingus,Thief,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-viking,Ingus,Viking,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-warrior,Ingus,Warrior,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-ingus-white_mage,Ingus,White Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-bard,Luneth,Bard,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-black_belt,Luneth,Black Belt,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-black_mage,Luneth,Black Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-dark_knight,Luneth,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-devout,Luneth,Devout,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-dragoon,Luneth,Dragoon,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-evoker,Luneth,Evoker,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-freelancer,Luneth,Freelancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-geomancer,Luneth,Geomancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-knight,Luneth,Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-magus,Luneth,Magus,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-monk,Luneth,Monk,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-ninja,Luneth,Ninja,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-onion_knight,Luneth,Onion Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-ranger,Luneth,Ranger,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-red_mage,Luneth,Red Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-sage,Luneth,Sage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-scholar,Luneth,Scholar,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-summoner,Luneth,Summoner,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-thief,Luneth,Thief,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-viking,Luneth,Viking,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-warrior,Luneth,Warrior,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-luneth-white_mage,Luneth,White Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-bard,Refia,Bard,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-black_belt,Refia,Black Belt,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-black_mage,Refia,Black Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-dark_knight,Refia,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-devout,Refia,Devout,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-dragoon,Refia,Dragoon,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-evoker,Refia,Evoker,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-freelancer,Refia,Freelancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-geomancer,Refia,Geomancer,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-knight,Refia,Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-magus,Refia,Magus,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-monk,Refia,Monk,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-ninja,Refia,Ninja,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-onion_knight,Refia,Onion Knight,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-ranger,Refia,Ranger,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-red_mage,Refia,Red Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-sage,Refia,Sage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-scholar,Refia,Scholar,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-summoner,Refia,Summoner,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-thief,Refia,Thief,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-viking,Refia,Viking,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-warrior,Refia,Warrior,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-refia-white_mage,Refia,White Mage,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-sara_altney-apariencia_principal,Sara Altney,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff3-unei-apariencia_principal,Unei,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy3,,no determinada,2026-06-15
ff4-cecil_harvey-dark_knight,Cecil Harvey,Dark Knight,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
ff4-cecil_harvey-paladin,Cecil Harvey,Paladin,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
ff4-cid_pollendina-apariencia_principal,Cid Pollendina,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
ff4-edge_geraldine-apariencia_principal,Edge Geraldine,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
ff4-edward_chris_von_muir-apariencia_principal,Edward Chris von Muir,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
ff4-fusoya-apariencia_principal,Fusoya,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
ff4-golbez-apariencia_principal,Golbez,Apariencia principal,https://na.finalfantasy.com/titles/finalfantasy4,,no determinada,2026-06-15
